Latitude (decimal degrees):	51.495
Longitude (decimal degrees):	10.798
Elevation (m):	181
Radiation database:	PVGIS-SARAH2


Slope: 45 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200715:1110,0.0,139.85,4.8,59.97,16.01,0.9,0.0
20200715:1210,0.0,201.25,6.91,58.6,16.93,0.97,0.0
20200715:1310,54.9,327.75,12.48,53.4,17.32,2.21,0.0
20200715:1410,0.0,132.18,4.54,45.81,16.37,3.66,0.0
20200715:1510,153.49,244.24,12.86,37.0,16.19,4.28,0.0
20200715:1610,136.4,150.73,10.81,27.73,16.46,3.59,0.0
20200715:1710,24.23,100.21,6.33,18.46,16.67,3.03,0.0
20200715:1810,0.0,47.32,1.79,9.55,16.53,2.07,0.0
20200715:1910,0.0,0.0,0.0,0.0,15.35,1.66,0.0
20200715:2010,0.0,0.0,0.0,0.0,14.54,1.66,0.0
20200715:2110,0.0,0.0,0.0,0.0,13.82,1.79,0.0
20200715:2210,0.0,0.0,0.0,0.0,13.17,1.86,0.0
20200715:2310,0.0,0.0,0.0,0.0,12.88,1.93,0.0
20200716:0010,0.0,0.0,0.0,0.0,12.52,1.93,0.0
20200716:0110,0.0,0.0,0.0,0.0,12.23,1.72,0.0
20200716:0210,0.0,0.0,0.0,0.0,11.51,1.72,0.0
20200716:0310,0.0,0.0,0.0,0.0,10.96,1.59,0.0
20200716:0410,0.0,3.88,0.15,6.14,10.69,1.45,0.0
20200716:0510,0.0,27.15,1.03,14.82,11.71,0.9,0.0
20200716:0610,13.86,147.94,5.8,24.0,13.09,0.55,0.0
20200716:0710,37.88,217.26,8.67,33.32,13.8,1.1,0.0
20200716:0810,74.58,284.97,11.69,42.37,14.17,1.1,0.0
20200716:0910,0.0,186.75,6.41,50.53,14.54,1.17,0.0
20200716:1010,5.51,264.15,9.2,56.82,14.63,1.38,0.0
20200716:1110,0.0,189.31,6.5,59.81,15.14,1.52,0.0
20200716:1210,0.0,181.63,6.24,58.46,15.28,1.59,0.0
20200716:1310,0.0,195.28,6.71,53.28,15.02,1.79,0.0
20200716:1410,0.0,103.18,3.54,45.69,15.13,2.21,0.0
20200716:1510,19.93,222.82,8.23,36.9,15.25,2.41,0.0
20200716:1610,11.24,164.07,6.09,27.63,15.41,2.34,0.0
20200716:1710,1.4,95.88,3.46,18.35,15.67,2.21,0.0
20200716:1810,0.0,44.22,1.67,9.44,15.23,1.93,0.0
20200716:1910,0.0,0.0,0.0,0.0,14.5,1.59,0.0
20200716:2010,0.0,0.0,0.0,0.0,13.78,1.59,0.0
20200716:2110,0.0,0.0,0.0,0.0,13.06,1.59,0.0
20200716:2210,0.0,0.0,0.0,0.0,12.35,1.52,0.0
20200716:2310,0.0,0.0,0.0,0.0,11.22,1.66,0.0
20200717:0010,0.0,0.0,0.0,0.0,10.78,1.66,0.0
20200717:0110,0.0,0.0,0.0,0.0,10.26,1.66,0.0
20200717:0210,0.0,0.0,0.0,0.0,9.72,1.66,0.0
20200717:0310,0.0,0.0,0.0,0.0,9.59,1.52,0.0
20200717:0410,0.0,28.7,1.08,6.0,9.23,1.38,0.0
20200717:0510,0.0,76.03,2.87,14.68,10.79,0.9,0.0
20200717:0610,122.28,104.63,9.93,23.86,13.32,0.83,0.0
20200717:0710,337.03,110.85,15.17,33.18,15.5,1.24,0.0
20200717:0810,535.38,122.95,19.48,42.22,17.09,1.52,0.0
20200717:0910,439.75,274.16,20.06,50.38,18.13,1.93,0.0
20200717:1010,3.31,254.5,8.82,56.66,19.09,2.14,0.0
20200717:1110,24.63,321.57,11.57,59.64,19.37,2.21,0.0
20200717:1210,31.16,327.71,11.92,58.3,20.05,2.28,0.0
20200717:1310,45.45,322.1,12.07,53.14,20.33,2.28,0.0
20200717:1410,520.33,180.61,20.09,45.58,20.48,2.41,0.0
20200717:1510,185.52,237.3,13.53,36.79,20.38,2.41,0.0
20200717:1610,120.05,161.43,10.43,27.52,20.2,2.41,0.0
20200717:1710,2.83,101.31,3.81,18.24,20.11,2.34,0.0
20200717:1810,0.0,27.15,1.03,9.32,19.3,1.59,0.0
20200717:1910,0.0,0.0,0.0,0.0,17.99,1.31,0.0
20200717:2010,0.0,0.0,0.0,0.0,16.61,1.31,0.0
20200717:2110,0.0,0.0,0.0,0.0,15.42,1.45,0.0
20200717:2210,0.0,0.0,0.0,0.0,14.74,1.52,0.0
20200717:2310,0.0,0.0,0.0,0.0,13.97,1.59,0.0
20200718:0010,0.0,0.0,0.0,0.0,13.88,1.38,0.0
20200718:0110,0.0,0.0,0.0,0.0,13.8,1.31,0.0
20200718:0210,0.0,0.0,0.0,0.0,13.84,1.17,0.0
20200718:0310,0.0,0.0,0.0,0.0,13.55,1.17,0.0
20200718:0410,0.0,27.93,1.05,5.85,13.24,1.1,0.0
20200718:0510,0.0,62.84,2.37,14.54,14.82,0.48,0.0
20200718:0610,141.94,87.17,10.31,23.72,16.99,0.41,0.0
20200718:0710,317.02,123.07,14.82,33.04,18.25,0.34,0.0
20200718:0810,514.31,136.03,19.18,42.08,19.64,0.69,0.0
20200718:0910,610.32,185.84,21.94,50.23,20.66,1.17,0.0
20200718:1010,521.23,294.53,22.11,56.49,21.73,1.45,0.0
20200718:1110,0.0,225.12,7.73,59.47,21.76,1.59,0.0
20200718:1210,157.3,384.27,16.46,58.14,22.01,1.59,0.0
20200718:1310,243.06,353.89,17.52,53.0,22.25,1.31,0.0
20200718:1410,306.01,281.02,17.25,45.45,22.32,1.1,0.0
20200718:1510,59.33,246.92,10.16,36.67,22.07,1.1,0.0
20200718:1610,233.46,84.98,12.54,27.41,22.2,0.97,0.0
20200718:1710,48.12,62.43,7.59,18.13,22.16,0.83,0.0
20200718:1810,0.0,43.44,1.64,9.2,21.48,0.62,0.0
20200718:1910,0.0,0.0,0.0,0.0,21.73,0.76,0.0
20200718:2010,0.0,0.0,0.0,0.0,20.79,0.9,0.0
20200718:2110,0.0,0.0,0.0,0.0,19.96,0.97,0.0
20200718:2210,0.0,0.0,0.0,0.0,19.19,0.97,0.0
20200718:2310,0.0,0.0,0.0,0.0,18.81,0.9,0.0
20200719:0010,0.0,0.0,0.0,0.0,18.34,0.69,0.0
20200719:0110,0.0,0.0,0.0,0.0,17.8,0.41,0.0
20200719:0210,0.0,0.0,0.0,0.0,17.35,0.14,0.0
20200719:0310,0.0,0.0,0.0,0.0,16.82,0.34,0.0
20200719:0410,0.0,6.98,0.26,5.69,16.37,0.34,0.0
20200719:0510,0.0,79.13,2.99,14.39,16.44,0.07,0.0
20200719:0610,16.94,147.05,5.92,23.57,18.11,0.21,0.0
20200719:0710,221.2,176.73,13.24,32.89,20.65,0.48,0.0
20200719:0810,479.3,153.71,18.63,41.93,22.52,1.03,0.0
20200719:0910,182.66,338.5,15.73,50.07,23.9,1.38,0.0
20200719:1010,701.27,199.4,23.9,56.32,24.88,1.72,0.0
20200719:1110,757.28,197.53,24.98,59.29,25.47,2.28,0.0
20200719:1210,500.01,313.61,22.0,57.97,25.9,2.62,0.0
20200719:1310,392.84,312.74,19.74,52.85,26.0,2.62,0.0
20200719:1410,302.9,278.08,17.05,45.32,26.01,2.62,0.0
20200719:1510,289.58,189.34,15.08,36.55,25.67,2.28,0.0
20200719:1610,97.7,168.39,9.69,27.29,25.68,2.34,0.0
20200719:1710,21.5,101.6,5.98,18.0,24.92,2.0,0.0
20200719:1810,0.0,26.38,1.0,9.07,23.49,1.72,0.0
20200719:1910,0.0,0.0,0.0,0.0,21.74,1.45,0.0
20200719:2010,0.0,0.0,0.0,0.0,21.16,1.17,0.0
20200719:2110,0.0,0.0,0.0,0.0,21.81,0.69,0.0
20200719:2210,0.0,0.0,0.0,0.0,20.86,0.69,0.0
20200719:2310,0.0,0.0,0.0,0.0,18.74,1.24,0.0
20200720:0010,0.0,0.0,0.0,0.0,17.02,1.45,0.0
20200720:0110,0.0,0.0,0.0,0.0,16.42,1.45,0.0
20200720:0210,0.0,0.0,0.0,0.0,15.9,1.38,0.0
20200720:0310,0.0,0.0,0.0,0.0,15.38,1.45,0.0
20200720:0410,0.0,6.98,0.26,5.54,14.47,1.79,0.0
20200720:0510,0.0,28.7,1.08,14.24,16.13,1.93,0.0
20200720:0610,91.51,123.24,8.9,23.43,18.52,2.69,0.0
20200720:0710,262.19,153.35,13.82,32.74,19.01,2.83,0.0
20200720:0810,467.98,159.71,18.42,41.77,19.98,3.59,0.0
20200720:0910,599.95,187.09,21.59,49.9,19.58,3.79,0.0
20200720:1010,258.14,368.3,18.13,56.14,19.96,4.07,0.0
20200720:1110,458.08,337.34,21.59,59.11,19.67,4.41,0.0
20200720:1210,0.0,163.73,5.62,57.8,20.12,4.41,0.0
20200720:1310,610.11,213.52,22.26,52.7,20.24,4.0,0.0
20200720:1410,530.55,169.47,19.89,45.18,20.48,3.66,0.0
20200720:1510,398.37,125.53,16.46,36.42,20.74,3.59,0.0
20200720:1610,156.27,136.9,10.98,27.16,20.3,3.59,0.0
20200720:1710,41.28,71.4,7.09,17.88,19.77,3.31,0.0
20200720:1810,0.0,46.55,1.76,8.94,19.13,2.97,0.0
20200720:1910,0.0,0.0,0.0,0.0,18.33,2.07,0.0
20200720:2010,0.0,0.0,0.0,0.0,16.93,1.86,0.0
20200720:2110,0.0,0.0,0.0,0.0,15.5,1.79,0.0
20200720:2210,0.0,0.0,0.0,0.0,14.47,1.66,0.0
20200720:2310,0.0,0.0,0.0,0.0,13.34,1.66,0.0
20200721:0010,0.0,0.0,0.0,0.0,12.71,1.52,0.0
20200721:0110,0.0,0.0,0.0,0.0,12.21,1.52,0.0
20200721:0210,0.0,0.0,0.0,0.0,11.78,1.45,0.0
20200721:0310,0.0,0.0,0.0,0.0,11.57,1.31,0.0
20200721:0410,0.0,17.84,0.67,5.38,11.42,1.17,0.0
20200721:0510,0.0,79.13,2.99,14.09,12.5,0.83,0.0
20200721:0610,141.43,89.16,10.25,23.28,14.86,0.97,0.0
20200721:0710,327.56,121.96,15.0,32.59,15.86,1.45,0.0
20200721:0810,501.49,152.82,19.13,41.62,17.19,1.38,0.0
20200721:0910,315.94,323.84,18.34,49.73,18.32,1.38,0.0
20200721:1010,503.26,311.62,22.03,55.96,19.36,2.0,0.0
20200721:1110,369.98,376.51,20.71,58.92,19.92,2.55,0.0
20200721:1210,456.71,342.8,21.73,57.62,20.45,2.9,0.0
20200721:1310,528.77,270.09,21.73,52.54,20.87,3.31,0.0
20200721:1410,526.16,186.16,20.18,45.03,21.01,3.59,0.0
20200721:1510,367.66,155.31,16.34,36.28,20.8,3.86,0.0
20200721:1610,213.29,105.11,12.21,27.03,20.19,3.93,0.0
20200721:1710,47.66,64.21,7.5,17.74,19.28,3.86,0.0
20200721:1810,0.0,40.34,1.52,8.8,18.36,3.31,0.0
20200721:1910,0.0,0.0,0.0,0.0,17.43,2.69,0.0
20200721:2010,0.0,0.0,0.0,0.0,15.92,2.21,0.0
20200721:2110,0.0,0.0,0.0,0.0,14.49,1.86,0.0
20200721:2210,0.0,0.0,0.0,0.0,13.1,1.59,0.0
20200721:2310,0.0,0.0,0.0,0.0,12.61,1.31,0.0
20200722:0010,0.0,0.0,0.0,0.0,13.1,0.97,0.0
20200722:0110,0.0,0.0,0.0,0.0,12.94,0.83,0.0
20200722:0210,0.0,0.0,0.0,0.0,11.88,1.03,0.0
20200722:0310,0.0,0.0,0.0,0.0,11.23,1.03,0.0
20200722:0410,0.0,24.05,0.91,5.21,11.18,0.9,0.0
20200722:0510,0.0,58.96,2.23,13.93,12.02,0.34,0.0
20200722:0610,142.72,83.53,10.08,23.12,14.59,0.14,0.0
20200722:0710,310.86,125.8,14.5,32.44,16.26,0.34,0.0
20200722:0810,208.12,276.33,14.73,41.46,17.51,0.28,0.0
20200722:0910,174.64,339.74,15.52,49.56,18.44,0.83,0.0
20200722:1010,315.61,362.28,19.16,55.77,19.1,1.38,0.0
20200722:1110,203.12,391.06,17.54,58.72,19.68,1.86,0.0
20200722:1210,250.46,382.57,18.31,57.43,20.14,2.14,0.0
20200722:1310,118.61,351.14,14.59,52.37,20.57,2.28,0.0
20200722:1410,92.33,305.62,12.65,44.88,20.99,2.69,0.0
20200722:1510,223.56,222.0,14.0,36.14,20.99,3.03,0.0
20200722:1610,127.5,155.49,10.37,26.89,20.36,3.59,0.0
20200722:1710,8.48,106.8,4.63,17.6,19.47,3.52,0.0
20200722:1810,0.0,38.79,1.46,8.65,18.68,2.97,0.0
20200722:1910,0.0,0.0,0.0,0.0,17.74,2.21,0.0
20200722:2010,0.0,0.0,0.0,0.0,16.47,1.79,0.0
20200722:2110,0.0,0.0,0.0,0.0,14.99,1.72,0.0
20200722:2210,0.0,0.0,0.0,0.0,13.91,1.59,0.0
20200722:2310,0.0,0.0,0.0,0.0,13.27,1.59,0.0
20200723:0010,0.0,0.0,0.0,0.0,12.3,1.72,0.0
20200723:0110,0.0,0.0,0.0,0.0,12.07,1.52,0.0
20200723:0210,0.0,0.0,0.0,0.0,11.98,1.24,0.0
20200723:0310,0.0,0.0,0.0,0.0,12.13,0.97,0.0
20200723:0410,0.0,21.72,0.82,5.05,12.25,0.83,0.0
20200723:0510,0.0,69.04,2.61,13.77,12.41,0.69,0.0
20200723:0610,122.04,100.44,9.58,22.97,14.26,0.9,0.0
20200723:0710,304.44,129.73,14.35,32.28,16.26,0.83,0.0
20200723:0810,387.65,208.37,17.43,41.29,17.58,0.48,0.0
20200723:0910,362.33,302.04,18.72,49.39,18.78,0.83,0.0
20200723:1010,420.98,332.74,20.62,55.58,19.72,1.45,0.0
20200723:1110,196.89,390.26,17.37,58.52,20.38,1.66,0.0
20200723:1210,295.36,375.96,19.04,57.24,21.21,1.66,0.0
20200723:1310,101.36,347.67,14.09,52.19,21.47,1.72,0.0
20200723:1410,366.47,257.55,17.9,44.73,22.1,1.93,0.0
20200723:1510,369.86,148.19,16.08,36.0,22.01,2.0,0.0
20200723:1610,182.09,121.72,11.39,26.75,22.06,2.0,0.0
20200723:1710,41.51,70.76,7.0,17.46,21.74,2.0,0.0
20200723:1810,0.0,40.34,1.52,8.5,20.9,1.72,0.0
20200723:1910,0.0,0.0,0.0,0.0,19.76,1.59,0.0
20200723:2010,0.0,0.0,0.0,0.0,17.92,1.45,0.0
20200723:2110,0.0,0.0,0.0,0.0,17.0,1.31,0.0
20200723:2210,0.0,0.0,0.0,0.0,15.09,1.72,0.0
20200723:2310,0.0,0.0,0.0,0.0,14.09,2.0,0.0
20200724:0010,0.0,0.0,0.0,0.0,13.56,1.93,0.0
20200724:0110,0.0,0.0,0.0,0.0,13.62,1.66,0.0
20200724:0210,0.0,0.0,0.0,0.0,14.17,1.38,0.0
20200724:0310,0.0,0.0,0.0,0.0,14.7,1.1,0.0
20200724:0410,0.0,15.52,0.59,4.88,15.55,0.9,0.0
20200724:0510,0.0,31.03,1.17,13.61,15.84,0.62,0.0
20200724:0610,12.57,138.76,5.39,22.81,16.57,0.41,0.0
20200724:0710,0.87,143.32,4.95,32.12,18.77,1.66,0.0
20200724:0810,31.25,253.76,9.49,41.13,20.26,2.62,0.0
20200724:0910,614.26,180.4,21.53,49.21,22.69,3.52,0.0
20200724:1010,200.46,371.0,16.87,55.38,23.93,4.14,0.0
20200724:1110,356.18,367.71,20.03,58.31,24.67,4.48,0.0
20200724:1210,741.27,196.19,24.34,57.04,25.2,4.76,0.0
20200724:1310,351.52,324.71,18.92,52.02,25.6,5.03,0.0
20200724:1410,483.83,197.74,19.18,44.56,25.86,5.1,0.0
20200724:1510,245.16,209.06,14.15,35.84,25.04,4.97,0.0
20200724:1610,169.19,128.15,11.04,26.6,24.44,4.97,0.0
20200724:1710,21.04,97.23,5.68,17.31,23.31,4.62,0.0
20200724:1810,0.0,27.93,1.05,8.34,21.77,3.72,0.0
20200724:1910,0.0,0.0,0.0,0.0,20.89,3.1,0.0
20200724:2010,0.0,0.0,0.0,0.0,19.55,2.21,0.0
20200724:2110,0.0,0.0,0.0,0.0,18.71,1.79,0.0
20200724:2210,0.0,0.0,0.0,0.0,17.4,1.79,0.0
20200724:2310,0.0,0.0,0.0,0.0,16.12,1.72,0.0
20200725:0010,0.0,0.0,0.0,0.0,15.33,1.66,0.0
20200725:0110,0.0,0.0,0.0,0.0,14.84,1.72,0.0
20200725:0210,0.0,0.0,0.0,0.0,14.45,1.66,0.0
20200725:0310,0.0,0.0,0.0,0.0,14.39,1.59,0.0
20200725:0410,0.0,4.65,0.18,4.7,14.24,1.52,0.0
20200725:0510,0.0,38.79,1.46,13.44,15.32,1.45,0.0
20200725:0610,1.2,103.17,3.6,22.64,17.23,2.28,0.0
20200725:0710,71.59,217.45,9.64,31.96,19.03,2.28,0.0
20200725:0810,286.44,248.82,15.82,40.96,19.94,2.9,0.0
20200725:0910,217.82,332.51,16.2,49.02,21.26,3.17,0.0
20200725:1010,305.05,360.75,18.77,55.18,21.69,3.24,0.0
20200725:1110,269.12,383.0,18.6,58.1,22.6,3.79,0.0
20200725:1210,375.81,355.94,20.12,56.84,23.19,4.0,0.0
20200725:1310,204.09,352.67,16.43,51.83,23.73,4.07,0.0
20200725:1410,72.38,296.0,11.83,44.4,24.07,4.07,0.0
20200725:1510,61.1,241.55,9.96,35.69,24.07,3.72,0.0
20200725:1610,102.38,163.42,9.55,26.44,23.96,3.1,0.0
20200725:1710,44.12,64.18,6.97,17.15,23.56,2.69,0.0
20200725:1810,0.0,40.34,1.52,8.18,23.01,1.79,0.0
20200725:1910,0.0,0.0,0.0,0.0,21.94,1.1,0.0
20200725:2010,0.0,0.0,0.0,0.0,22.54,0.48,0.0
20200725:2110,0.0,0.0,0.0,0.0,19.57,1.52,0.0
20200725:2210,0.0,0.0,0.0,0.0,18.24,1.93,0.0
20200725:2310,0.0,0.0,0.0,0.0,17.93,2.21,0.0
20200726:0010,0.0,0.0,0.0,0.0,17.99,2.28,0.0
20200726:0110,0.0,0.0,0.0,0.0,17.74,2.28,0.0
20200726:0210,0.0,0.0,0.0,0.0,18.15,2.28,0.0
20200726:0310,0.0,0.0,0.0,0.0,18.36,2.28,0.0
20200726:0410,0.0,2.33,0.09,4.53,18.52,2.97,0.0
20200726:0510,0.0,11.64,0.44,13.27,17.31,3.45,0.0
20200726:0610,0.0,36.67,1.26,22.48,16.54,3.24,0.0
20200726:0710,0.0,63.1,2.17,31.79,17.71,3.31,0.0
20200726:0810,22.36,242.36,8.87,40.78,18.96,4.07,0.0
20200726:0910,0.0,67.37,2.31,48.84,18.32,5.1,0.0
20200726:1010,819.59,132.18,24.63,54.98,18.27,5.03,0.0
20200726:1110,45.96,339.73,12.59,57.89,19.67,4.62,0.0
20200726:1210,818.07,152.57,24.95,56.63,21.46,4.9,0.0
20200726:1310,479.73,279.58,20.53,51.64,22.44,4.9,0.0
20200726:1410,516.0,181.26,19.45,44.22,23.0,4.48,0.0
20200726:1510,431.53,105.98,16.52,35.52,23.17,4.28,0.0
20200726:1610,63.71,174.41,8.41,26.28,22.98,4.21,0.0
20200726:1710,51.28,51.42,7.21,16.98,22.3,3.66,0.0
20200726:1810,0.0,35.69,1.35,8.01,21.38,2.76,0.0
20200726:1910,0.0,0.0,0.0,0.0,20.14,2.07,0.0
20200726:2010,0.0,0.0,0.0,0.0,18.72,2.14,0.0
20200726:2110,0.0,0.0,0.0,0.0,17.69,2.21,0.0
20200726:2210,0.0,0.0,0.0,0.0,16.67,2.07,0.0
20200726:2310,0.0,0.0,0.0,0.0,15.52,1.72,0.0
20200727:0010,0.0,0.0,0.0,0.0,14.96,1.38,0.0
20200727:0110,0.0,0.0,0.0,0.0,14.97,1.1,0.0
20200727:0210,0.0,0.0,0.0,0.0,14.94,0.97,0.0
20200727:0310,0.0,0.0,0.0,0.0,14.46,0.9,0.0
20200727:0410,0.0,17.84,0.67,4.35,14.46,0.69,0.0
20200727:0510,0.0,68.27,2.58,13.1,14.71,0.41,0.0
20200727:0610,6.1,122.73,4.51,22.31,16.44,0.48,0.0
20200727:0710,29.1,199.7,7.73,31.62,19.37,1.17,0.0
20200727:0810,110.23,276.53,12.16,40.61,21.0,1.86,0.0
20200727:0910,87.77,320.37,12.89,48.65,22.38,2.41,0.0
20200727:1010,61.42,335.34,12.77,54.77,22.9,3.1,0.0
20200727:1110,0.0,114.27,3.92,57.67,22.66,2.76,0.0
20200727:1210,0.0,182.49,6.27,56.41,22.44,2.69,0.0
20200727:1310,0.0,132.18,4.54,51.44,21.87,2.41,0.0
20200727:1410,0.0,116.83,4.01,44.04,20.56,1.59,0.0
20200727:1510,215.36,215.27,13.36,35.35,20.54,2.21,0.0
20200727:1610,143.07,139.24,10.25,26.11,21.71,3.03,0.0
20200727:1710,0.0,22.17,0.76,16.82,21.97,3.38,0.0
20200727:1810,0.0,6.21,0.23,7.84,21.08,2.83,0.0
20200727:1910,0.0,0.0,0.0,0.0,21.68,2.07,0.0
20200727:2010,0.0,0.0,0.0,0.0,20.34,2.34,0.0
20200727:2110,0.0,0.0,0.0,0.0,19.41,2.48,0.0
20200727:2210,0.0,0.0,0.0,0.0,18.94,2.62,0.0
20200727:2310,0.0,0.0,0.0,0.0,18.68,2.76,0.0
20200728:0010,0.0,0.0,0.0,0.0,18.54,2.76,0.0
20200728:0110,0.0,0.0,0.0,0.0,18.35,2.9,0.0
20200728:0210,0.0,0.0,0.0,0.0,18.24,2.76,0.0
20200728:0310,0.0,0.0,0.0,0.0,17.96,2.62,0.0
20200728:0410,0.0,17.84,0.67,4.17,17.88,2.62,0.0
20200728:0510,0.0,65.16,2.46,12.93,18.48,2.69,0.0
20200728:0610,66.9,133.66,7.82,22.14,19.71,2.83,0.0
20200728:0710,204.78,182.94,12.54,31.45,20.87,3.38,0.0
20200728:0810,309.57,241.17,16.05,40.43,21.64,4.21,0.0
20200728:0910,31.94,289.38,10.63,48.45,22.24,5.1,0.0
20200728:1010,404.09,337.73,20.15,54.56,22.77,6.28,0.0
20200728:1110,692.85,241.71,23.99,57.44,23.14,5.93,0.0
20200728:1210,769.6,187.6,24.52,56.19,23.81,5.86,0.0
20200728:1310,624.48,213.92,22.11,51.24,23.98,5.66,0.0
20200728:1410,261.15,290.8,16.05,43.85,23.91,5.45,0.0
20200728:1510,14.3,204.45,7.41,35.17,23.34,5.31,0.0
20200728:1610,165.67,129.99,10.78,25.94,22.36,5.17,0.0
20200728:1710,39.43,69.38,6.59,16.64,21.09,4.48,0.0
20200728:1810,0.0,32.58,1.23,7.65,20.02,3.72,0.0
20200728:1910,0.0,0.0,0.0,0.0,19.73,3.03,0.0
20200728:2010,0.0,0.0,0.0,0.0,18.64,2.76,0.0
20200728:2110,0.0,0.0,0.0,0.0,17.62,2.62,0.0
20200728:2210,0.0,0.0,0.0,0.0,16.86,2.55,0.0
20200728:2310,0.0,0.0,0.0,0.0,16.0,2.28,0.0
20200729:0010,0.0,0.0,0.0,0.0,15.01,2.21,0.0
20200729:0110,0.0,0.0,0.0,0.0,14.56,2.28,0.0
20200729:0210,0.0,0.0,0.0,0.0,14.21,2.41,0.0
20200729:0310,0.0,0.0,0.0,0.0,13.87,2.48,0.0
20200729:0410,0.0,15.52,0.59,3.98,13.3,2.48,0.0
20200729:0510,0.0,59.73,2.26,12.75,13.84,2.41,0.0
20200729:0610,133.52,88.51,9.46,21.97,15.31,3.31,0.0
20200729:0710,300.38,132.39,13.94,31.28,16.99,4.21,0.0
20200729:0810,175.05,278.85,13.77,40.25,18.13,5.24,0.0
20200729:0910,171.37,336.99,15.2,48.25,18.7,5.24,0.0
20200729:1010,380.35,346.32,19.83,54.34,19.37,5.24,0.0
20200729:1110,442.24,350.14,21.18,57.21,19.93,5.1,0.0
20200729:1210,746.93,203.84,24.31,55.96,21.1,5.17,0.0
20200729:1310,564.93,247.37,21.5,51.03,21.78,5.03,0.0
20200729:1410,636.41,114.82,20.62,43.66,22.19,4.83,0.0
20200729:1510,344.87,164.06,15.44,34.99,22.23,4.55,0.0
20200729:1610,193.84,112.58,11.25,25.76,21.95,4.34,0.0
20200729:1710,42.69,63.93,6.71,16.46,21.23,4.07,0.0
20200729:1810,0.0,38.01,1.44,7.47,20.16,3.17,0.0
20200729:1910,0.0,0.0,0.0,0.0,18.32,2.55,0.0
20200729:2010,0.0,0.0,0.0,0.0,16.88,2.07,0.0
20200729:2110,0.0,0.0,0.0,0.0,15.3,1.59,0.0
20200729:2210,0.0,0.0,0.0,0.0,13.92,1.45,0.0
20200729:2310,0.0,0.0,0.0,0.0,13.07,1.45,0.0
20200730:0010,0.0,0.0,0.0,0.0,12.35,1.45,0.0
20200730:0110,0.0,0.0,0.0,0.0,11.55,1.52,0.0
20200730:0210,0.0,0.0,0.0,0.0,10.96,1.59,0.0
20200730:0310,0.0,0.0,0.0,0.0,10.37,1.59,0.0
20200730:0410,0.0,13.19,0.5,3.8,9.97,1.59,0.0
20200730:0510,0.0,58.96,2.23,12.57,11.27,1.17,0.0
20200730:0610,126.41,89.89,9.11,21.8,14.46,1.31,0.0
20200730:0710,304.77,123.28,13.74,31.1,16.4,1.31,0.0
20200730:0810,483.09,149.09,17.9,40.06,17.99,1.59,0.0
20200730:0910,622.74,174.3,21.15,48.05,19.51,2.07,0.0
20200730:1010,740.53,177.15,23.52,54.12,20.81,2.14,0.0
20200730:1110,728.05,214.55,23.96,56.97,22.0,2.21,0.0
20200730:1210,899.1,98.54,25.25,55.73,23.0,2.48,0.0
20200730:1310,779.47,114.09,23.2,50.81,23.62,2.55,0.0
20200730:1410,582.39,138.58,19.74,43.46,24.02,2.48,0.0
20200730:1510,424.6,107.04,16.05,34.8,24.15,2.76,0.0
20200730:1610,108.53,154.95,9.34,25.58,23.79,2.9,0.0
20200730:1710,43.53,59.34,6.59,16.28,23.09,2.62,0.0
20200730:1810,0.0,34.13,1.29,7.28,22.11,2.07,0.0
20200730:1910,0.0,0.0,0.0,0.0,20.67,1.93,0.0
20200730:2010,0.0,0.0,0.0,0.0,18.75,1.93,0.0
20200730:2110,0.0,0.0,0.0,0.0,17.05,1.79,0.0
20200730:2210,0.0,0.0,0.0,0.0,15.81,1.59,0.0
20200730:2310,0.0,0.0,0.0,0.0,14.94,1.52,0.0
20200731:0010,0.0,0.0,0.0,0.0,14.6,1.45,0.0
20200731:0110,0.0,0.0,0.0,0.0,14.33,1.38,0.0
20200731:0210,0.0,0.0,0.0,0.0,13.82,1.38,0.0
20200731:0310,0.0,0.0,0.0,0.0,14.02,1.17,0.0
20200731:0410,0.0,13.19,0.5,3.61,14.0,1.1,0.0
20200731:0510,0.0,53.53,2.02,12.39,14.67,0.83,0.0
20200731:0610,128.64,85.84,9.02,21.62,17.03,0.69,0.0
20200731:0710,305.65,120.75,13.62,30.92,18.94,1.1,0.0
20200731:0810,477.08,150.29,17.69,39.88,20.8,1.1,0.0
20200731:0910,627.55,168.36,21.03,47.85,22.44,1.03,0.0
20200731:1010,705.25,193.93,23.02,53.89,23.82,0.69,0.0
20200731:1110,763.46,190.83,24.11,56.73,25.04,0.41,0.0
20200731:1210,889.64,100.95,24.98,55.49,26.08,0.55,0.0
20200731:1310,730.36,142.34,22.61,50.59,26.88,0.69,0.0
20200731:1410,553.75,152.97,19.3,43.26,27.45,0.9,0.0
20200731:1510,381.29,132.38,15.44,34.61,27.69,1.1,0.0
20200731:1610,191.7,105.99,10.84,25.39,27.59,1.38,0.0
20200731:1710,38.82,64.4,6.27,16.08,27.11,1.79,0.0
20200731:1810,0.0,34.91,1.32,7.08,25.96,2.0,0.0
20200731:1910,0.0,0.0,0.0,0.0,24.21,2.41,0.0
20200731:2010,0.0,0.0,0.0,0.0,22.41,2.48,0.0
20200731:2110,0.0,0.0,0.0,0.0,21.0,2.48,0.0
20200731:2210,0.0,0.0,0.0,0.0,19.8,2.41,0.0
